"X"	"PD_3_VTA"	"PD_4_SNc"	"PD_5_SNc"	"PD_4_VTA"	"PD_2_SNc"	"PD_5_VTA"	"PD_3_SNc"	"PD_1_SNc"	"PD_1_VTA"
"MIR5579"	0	0	0	0	0	0	0	0	0
"MIR548AS"	0	0	0	0	0	0	0	0	0
"MIR548AR"	0	0	0	0	0	0	0	0	0
"MIR548AQ"	0	0	0	0	0	0	0	0	0
"MIR5572"	0	0	0	0	0	0	0	0	0
"MIR5100"	0	0	0	0	0	0	0	0	0
"MIR4524B"	0	0	0	0	0	0	0	0	0
"MIR4444-2"	0	0	0	0	0	0	0	0	0
"MIR4444-1+MIR4444-2"	0	0	0	0	0	0	0	0	0
"MIR5197"	0	0	0	0	0	0	0	0	0
"MIR4436B1+MIR4436B2"	0	0	0	0	0	0	0	0	0
"MIR5194"	0	0	1	0	0	0	0	0	0
"MIR5193"	0	0	0	0	0	0	0	0	0
"MIR5192"	0	0	0	0	0	0	0	0	0
"MIR5191"	0	0	0	0	0	0	0	0	0
"MIR5190"	0	0	0	0	0	0	0	0	0
"MIR5189"	0	0	0	0	0	0	0	0	0
"MIR5187"	0	0	0	0	0	0	0	0	0
"MIR5188"	0	0	0	0	0	0	0	0	0
"MIR5186"	0	0	0	0	0	0	0	0	0
"MIR5094"	0	0	0	0	0	0	0	0	0
"MIR5092"	0	0	0	0	0	0	0	0	0
"MIR5091"	0	0	0	0	0	0	0	0	0
"MIR5093"	0	0	0	0	0	0	0	0	0
"MIR5089"	0	0	0	0	0	0	0	0	0
"MIR5011"	0	0	0	0	0	0	0	0	0
"MIR5088"	0	0	0	0	0	0	0	0	0
"MIR5003"	0	0	0	0	0	0	0	0	0
"MIR5010"	0	0	0	0	0	0	0	0	0
"MIR5087"	0	0	0	0	0	0	0	0	0
"MIR5002"	0	0	0	0	0	0	0	0	0
"MIR5001"	0	0	0	0	0	0	0	0	0
"MIR5000"	0	0	0	0	0	0	0	0	0
"MIR5008"	0	0	0	0	0	0	0	0	0
"MIR548AP"	0	0	0	0	0	0	0	0	0
"MIR4999"	0	0	0	0	0	0	0	0	0
"LOC101927132"	0	0	0	0	0	0	0	0	0
"MIR5007"	0	0	0	0	0	0	0	0	0
"LOC101926892"	0	0	0	0	0	0	0	0	0
"UCA1"	0	0	0	0	0	0	0	0	0
"COL16A1"	17	0	0	1	3	0	3	1	0
"ZNF345"	0	0	1	0	5	0	0	12	0
"PCIF1"	6	0	2	40	4	0	2	0	2
"ZNF277"	2	1	5	2	88	3	0	2	33
"ARL15"	3	0	14	0	28	0	2	4	6
"TNN"	0	0	0	0	0	0	0	0	0
"NPRL3"	29	3	32	1	39	0	56	17	6
"GALNT12"	17	0	6	0	26	0	9	0	0
"HADH"	17	4	12	10	26	27	0	1	1
"SAA2-SAA4"	0	0	0	0	0	0	0	0	0
"ERVMER34-1"	0	0	0	0	0	0	0	0	0
"PFKP"	446	10	282	90	198	22	76	113	62
"DHX33"	22	1	7	1	98	5	11	0	0
"RGS5"	27	0	0	0	0	0	13	2	4
"BCAR3"	0	0	0	0	0	0	0	1	46
"APBB3"	101	0	46	20	31	6	3	52	19
"BRWD1"	126	38	327	71	57	28	102	58	143
"CNTNAP3"	0	0	5	0	8	0	1	3	0
"CGB1"	0	0	0	0	0	0	0	0	0
"RPL36"	56	8	49	11	17	7	36	23	20
"FBXW11"	292	13	113	18	139	44	50	64	70
"DYNLRB2"	0	0	9	0	1	0	0	0	0
"SNAP25"	4864	502	2198	1085	1592	982	1341	1180	3646
"COX7B2"	0	0	0	0	0	0	0	0	0
"OTUD7A"	92	12	22	11	10	0	5	24	51
"RAET1L"	0	0	0	0	0	0	0	0	0
"PPY2"	0	0	0	0	0	0	0	0	0
"COL21A1"	4	0	4	0	2	1	5	0	0
"OR5V1"	0	0	0	0	0	0	0	0	0
"NKX2-4"	0	0	0	0	0	0	0	0	0
"ANKRD13C"	24	0	29	0	7	27	9	11	0
"TXNDC5"	0	0	0	0	0	0	0	0	0
"FAM49A"	155	8	135	13	53	36	77	66	128
"HYAL2"	44	1	4	0	15	0	0	1	0
"TDRD3"	33	1	88	0	1	0	8	0	1
"DCSTAMP"	0	0	0	0	0	0	0	0	0
"CGB7"	0	0	0	0	0	0	0	0	0
"MAP3K9"	135	2	161	87	129	70	93	86	32
"CFHR5"	0	0	0	0	0	0	0	0	0
"CLPTM1L"	167	13	73	20	66	30	42	53	54
"SLC25A32"	75	11	61	8	15	0	29	49	64
"CNP"	92	0	96	51	75	17	45	26	24
"ZIC5"	0	0	0	0	1	0	0	0	0
"SIGLEC10"	0	0	0	0	0	0	0	0	0
"WNT5B"	1	1	2	1	4	0	0	27	0
"TUBB1"	0	0	0	0	0	0	0	0	0
"GJA9"	0	0	0	0	3	0	0	0	0
"ILKAP"	39	1	10	17	29	1	16	8	22
"AKNA"	0	3	13	0	6	0	0	0	0
"PSKH2"	0	0	0	0	0	0	0	0	0
"SLC22A16"	0	0	0	0	0	0	0	0	0
"CABS1"	0	0	0	0	0	0	0	0	0
"BCL2L14"	0	0	0	0	0	0	0	0	0
"NKD1"	0	0	0	0	0	0	3	1	0
"HMGN5"	0	0	22	4	1	0	0	0	22
"WNT4"	0	0	0	0	0	0	0	0	0
"NRBF2"	17	0	10	0	0	0	4	0	44
"ZCRB1"	64	3	52	63	7	6	18	12	30
"TMX1"	38	0	8	8	3	2	14	0	75
"RRP36"	36	1	20	1	3	0	21	7	24
"SAA2"	0	0	0	0	0	0	0	0	0
"WNT3"	14	2	0	0	30	0	5	1	3
"B9D2"	122	30	13	8	0	0	13	5	10
"SEC13"	27	2	38	40	7	38	5	1	26
"DEDD"	28	0	11	45	2	0	22	41	35
"CPSF1"	0	5	0	0	0	0	1	0	2
"ZNF826P"	0	1	0	0	0	3	0	0	0
"MIR3910-1"	0	0	0	0	0	0	0	0	0
"NOL7"	10	3	23	6	11	0	18	16	59
"RSAD1"	22	0	2	6	3	9	8	0	90
"RAB4B"	0	0	0	0	1	0	0	0	0
"MTMR2"	23	46	60	61	8	1	17	0	130
"SPTLC3"	0	0	10	0	0	0	0	13	0
"RARB"	251	0	3	0	1	0	9	1	0
"PBRM1"	153	1	95	22	58	24	11	60	25
"LOC641367"	0	0	0	0	0	0	0	0	0
"GAPT"	0	0	0	0	0	0	0	0	0
"SALRNA1"	0	0	0	0	0	0	0	0	0
"LOC100996349"	0	0	0	0	0	0	0	0	0
"ZNF730"	0	0	0	0	0	0	1	0	0
"ANKRD30A"	0	0	0	0	0	0	0	0	0
"POFUT2"	38	0	36	20	0	15	15	27	39
"VAX1"	0	0	0	1	0	0	0	0	0
"HAVCR1P1"	0	0	0	0	0	0	0	0	0
"CELSR2"	96	12	74	34	89	25	56	73	214
"TXLNG"	7	0	52	0	1	2	15	0	0
"DMBT1"	0	0	0	0	0	0	0	0	0
"DHX36"	397	23	196	21	131	92	68	18	96
"GPATCH2L"	49	25	146	27	92	55	31	39	114
"LOC101927683"	0	0	0	0	0	0	0	0	0
"DNAJC2"	36	0	31	8	5	37	6	36	21
"TDRD12"	0	0	0	0	0	0	0	0	0
"GPR108"	121	0	4	0	35	0	17	0	3
"DDX17"	286	12	428	67	348	123	269	55	242
"RPS20"	42	6	10	23	9	1	41	10	17
"PAPOLA"	135	89	239	111	263	86	141	86	467
"FBXL7"	0	0	0	2	0	0	0	0	0
"CEBPA-AS1"	0	0	0	0	0	0	0	0	0
"BACH2"	1	0	8	1	0	0	0	0	2
"TMEM216"	0	0	49	0	18	0	4	0	0
"WTIP"	1	0	0	0	0	1	0	0	2
"SCGB1B2P"	0	0	0	0	0	0	0	0	1
"TNRC18"	4	2	9	0	7	2	2	13	1
"SCGB2B3P"	0	0	0	0	0	0	0	0	0
"MED20"	0	0	0	0	13	0	0	0	0
"LINC00904"	0	0	0	0	0	0	0	0	0
"IL4"	0	0	0	0	0	0	0	0	0
"IL2"	0	0	0	0	0	0	0	0	0
"UGT1A1"	0	0	0	0	0	0	0	0	0
"UBE3A"	319	31	650	85	424	119	163	225	153
"CYP27A1"	0	0	9	0	0	6	2	0	0
"CD79B"	0	0	0	0	0	0	0	0	0
"SERPINA5"	0	0	0	0	0	0	0	0	0
"LIPG"	0	1	1	0	4	0	0	0	0
"BDKRB2"	0	0	0	0	0	0	0	0	0
"APCS"	0	0	0	0	0	0	0	0	0
"ST7-OT4"	0	0	0	0	0	0	0	0	0
"PIPSL"	0	0	0	0	0	1	0	0	0
"CATSPER2P1"	1	5	0	0	3	3	0	0	0
"AOC4P"	0	0	0	0	0	0	0	0	0
"DLEU2L"	0	0	9	0	45	0	0	0	0
"DIO3OS"	0	0	0	0	0	0	0	0	0
"PMS2CL"	5	0	2	0	0	0	0	0	0
"NUDT4P1"	0	0	0	0	0	0	0	0	0
"GTF2IP1"	0	0	0	0	0	0	0	0	0
"COA6"	34	0	3	2	1	0	35	9	5
"SNORD48"	0	0	0	0	0	0	0	0	0
"PERM1"	0	0	0	0	0	0	0	0	0
"SNORD45A"	0	0	0	0	0	0	0	0	0
"SNORD45B"	0	0	0	0	0	0	0	0	0
"SNORD47"	0	0	0	0	0	0	0	0	0
"RRP7B"	0	0	0	0	0	0	0	0	0
"MBL1P"	0	0	6	0	0	0	0	0	0
"INE2"	0	0	0	0	0	0	0	0	0
"TOP1P1"	0	0	0	0	0	0	0	0	0
"OR7E37P"	0	0	0	0	0	0	0	0	0
"FAM224A"	0	0	0	0	0	0	0	0	0
"FAM224B"	0	0	0	0	0	0	0	0	0
"MYH16"	0	0	0	0	0	0	0	0	0
"TPTEP1"	0	3	4	0	5	2	1	0	0
"MIR5196"	0	0	0	0	0	0	0	0	0
"ZYG11B"	557	123	359	162	323	129	167	159	359
"LGALS9"	0	0	0	0	2	0	0	5	1
"TARDBP"	68	30	9	9	13	8	31	0	37
"SIX6"	0	0	0	0	0	0	0	0	0
"SHOC2"	401	52	121	77	350	75	105	58	438
"PLA2R1"	24	0	49	0	30	1	37	9	0
"PADI2"	0	0	0	18	0	0	10	0	29
"NID2"	0	0	0	0	0	0	0	0	0
"CEP350"	272	30	191	20	148	75	59	65	82
"SWT1"	0	0	2	8	2	0	0	0	46
"CCDC169-SOHLH2"	0	0	0	0	0	0	0	0	0
"LOC339666"	0	0	0	0	0	0	0	0	0
"LINC01095"	0	0	0	0	0	0	0	0	0
"HOXD-AS2"	0	0	0	0	0	0	0	0	0
"NUP50-AS1"	0	0	0	0	0	0	0	0	0
"LL22NC01-81G9.3"	0	0	0	0	0	0	0	0	0
"RNASEH1-AS1"	20	0	1	0	0	0	5	11	3
"LOC157273"	0	0	0	0	0	0	0	0	0
"LOC151475"	0	0	0	0	0	0	0	0	0
"LOC729950"	0	0	0	0	0	0	0	0	0
"LEMD1-AS1"	0	0	0	0	0	0	0	0	0
"LINC00624"	0	0	0	0	0	0	0	0	3
"LINC01220"	0	0	0	0	0	0	0	0	0
"LINC00955"	0	0	0	0	0	0	0	0	0
"LOC339975"	0	0	0	0	0	0	0	0	0
"LINC01310"	0	0	0	0	0	0	0	0	0
"ISM1-AS1"	0	0	4	0	0	0	0	0	0
"PTOV1-AS1"	0	0	0	0	0	0	0	0	0
"LOC100507250"	0	0	0	0	0	0	0	0	0
"DNM3OS"	7	0	24	0	16	0	0	13	6
"LOC100288181"	0	0	0	0	0	0	0	0	0
"LOC100131655"	0	0	0	0	0	0	0	0	0
"FGF13-AS1"	0	0	0	0	0	0	0	0	0
"LINC01343"	0	0	0	0	0	0	0	0	0
"LINC01539"	0	0	0	0	0	0	0	0	0
"ERVK13-1"	10	0	22	0	9	0	8	0	3
"LOC100128993"	0	0	0	0	0	0	0	0	0
"LOC100507387"	0	0	0	0	0	0	0	0	0
"LOC100631378"	0	0	0	0	0	0	0	0	0
"LOC284933"	0	0	0	0	0	0	0	0	0
"PRR7-AS1"	0	0	0	0	0	0	0	1	0
"LINC00886"	0	0	0	0	7	0	0	6	0
"LINC01125"	0	0	0	0	0	0	0	0	0
"LOC100287792"	0	0	0	0	0	0	0	0	0
"LOC643770"	0	0	0	0	0	0	0	0	0
"TSC22D1-AS1"	0	0	1	0	2	29	0	0	0
"SLC7A11-AS1"	0	0	0	0	0	0	0	0	0
"MGC39584"	0	0	0	0	0	0	0	0	0
"DNAJC9-AS1"	0	0	0	0	5	0	0	0	3
"LINC01541"	0	0	0	0	0	0	0	0	0
"MIF-AS1"	0	0	0	0	0	0	0	0	0
"DLGAP1-AS3"	0	0	0	0	0	0	4	0	0
"LINC01164"	0	0	0	0	0	0	0	0	0
"APTR"	0	0	27	0	0	0	0	0	28
"SPTY2D1-AS1"	0	0	0	0	0	0	0	0	0
"ZSWIM8-AS1"	0	0	0	0	0	0	0	0	0
"LOC100506314"	0	0	0	0	0	0	0	0	0
"LOC400620"	0	0	0	0	0	0	0	0	0
"FAM153C"	0	0	2	0	0	0	0	0	0
"ENO1-AS1"	0	0	0	0	0	0	0	0	0
"MAGI2-AS3"	71	3	65	2	16	8	75	22	6
"STK4-AS1"	0	0	0	0	0	0	0	0	0
"JAKMIP2-AS1"	0	0	3	0	0	0	0	0	0
"OSER1-AS1"	0	0	0	0	0	0	0	0	0
"LOC339166"	0	0	0	0	0	0	0	0	0
"LOC100505622"	0	0	0	0	0	0	0	0	0
"LOC728752"	0	0	0	0	0	0	0	0	0
"ARG2"	0	1	17	1	5	0	16	9	35
"ARMS2"	0	0	0	0	0	0	0	0	0
"TM9SF4"	17	0	24	14	43	1	2	36	8
"MMD2"	0	0	1	0	0	0	7	0	0
"PCAT19"	0	0	0	0	0	0	0	2	0
"LOC286177"	0	0	0	0	0	0	0	0	0
"ALG11"	2	0	19	0	8	0	0	1	1
"LINC00658"	0	0	0	0	0	0	0	0	0
"AP5B1"	28	0	25	0	5	0	2	0	4
"ISPD"	13	2	12	0	4	1	1	1	12
"KBTBD13"	0	0	0	0	0	0	0	0	0
"ZNF883"	0	0	1	6	6	0	0	0	0
"LOC644554"	0	0	0	0	0	0	0	0	0
"ATP11A"	3	0	6	1	6	0	5	21	2
"MME"	0	0	0	0	0	0	0	0	0
"GABARAPL2"	354	23	108	104	85	58	157	98	261
"TWF2"	24	6	22	5	12	0	1	3	9
"RNF13"	125	41	84	162	94	45	50	27	47
"U2AF2"	31	0	4	7	24	1	0	12	2
"OIP5"	0	0	0	0	0	0	0	0	0
"CTRC"	0	0	0	0	0	0	0	0	0
"PLEKHA1"	87	18	195	9	91	54	56	23	129
"SMLR1"	0	0	0	0	0	0	0	0	0
"SEPHS1"	25	0	6	9	2	45	37	1	9
"SEH1L"	96	13	89	66	31	0	11	36	137
"CABLES2"	3	0	11	0	33	1	2	0	0
"ABHD17A"	1	0	0	0	0	0	0	5	0
"SLC25A28"	104	0	51	0	67	26	12	2	10
"SLIRP"	55	6	28	4	34	8	69	27	33
"QTRT1"	0	0	0	0	11	0	0	0	0
"OTUB2"	2	0	0	0	0	0	4	0	0
"RAB1B"	6	0	2	0	0	0	6	2	0
"WDR73"	0	0	20	0	19	0	0	7	0
"PABPC3"	0	0	0	0	0	0	0	0	0
"ARPC5L"	100	8	47	77	27	22	31	36	0
"KRTAP9-9"	0	0	0	0	0	0	0	0	0
"SHARPIN"	0	0	7	1	19	0	4	25	4
"SFXN3"	20	0	8	10	7	5	8	16	4
"KRTAP1-1"	0	0	0	0	0	0	0	0	0
"KRTAP1-3"	0	0	0	0	0	0	0	0	0
"ST6GALNAC5"	19	113	6	1	76	0	11	83	18
"CAPN10"	20	0	0	0	0	0	0	1	16
"COA7"	59	0	25	1	44	0	27	11	43
"SPACA1"	0	0	0	0	0	0	0	0	0
"MRM1"	0	0	0	0	0	0	0	0	0
"C5orf42"	0	0	0	0	0	0	0	0	0
"ADAMTS12"	0	0	0	0	0	0	0	0	0
"TIGD6"	5	1	0	21	0	9	0	0	10
"ZNF672"	6	0	4	0	7	0	0	16	10
"CDT1"	5	0	0	0	0	1	22	0	0
"PPP1R14C"	8	33	19	4	0	17	19	35	0
"ZFP69B"	0	0	0	0	0	7	0	0	1
"OR14J1"	0	0	0	0	0	0	0	0	0
"SIGLEC1"	0	0	0	0	0	0	0	0	0
"FOXL2"	0	0	0	0	0	0	0	0	0
"FGFR3"	1	0	2	0	0	0	0	0	0
"DNAI2"	0	0	0	0	0	0	0	0	0
"TTC16"	0	0	0	0	0	0	0	0	0
"MYOF"	0	0	0	0	0	0	0	0	0
"FAM91A1"	67	15	117	0	63	22	38	36	40
"ARMC2"	9	6	49	2	1	0	27	0	0
"RBM46"	0	0	0	0	0	0	0	0	0
"GAPVD1"	108	29	180	14	23	22	19	36	50
"PAK1IP1"	51	0	15	0	1	4	29	24	5
"TRMU"	60	0	24	9	6	1	7	4	31
"TMEM158"	27	0	18	0	6	5	0	2	1
"OPTC"	0	0	0	0	0	0	0	0	0
"CNOT10"	11	17	12	0	4	3	16	2	0
"MTCH1"	872	75	287	157	306	57	183	256	198
"MTHFD1L"	1	0	5	0	18	2	6	0	2
"CCDC28A"	39	5	35	36	56	15	24	30	41
"AIPL1"	0	0	0	0	0	0	0	0	11
"INVS"	0	4	16	0	13	68	10	1	6
"SLC7A11"	0	1	0	2	0	0	18	2	15
"PPP1R15A"	29	0	5	4	10	0	0	3	0
"RND2"	54	7	7	3	25	0	21	16	17
"NCAN"	160	1	25	0	4	0	50	0	4
"PIAS3"	0	0	15	0	5	0	0	0	0
"MALL"	0	0	0	0	0	0	0	0	0
"OPRL1"	3	0	22	5	22	7	11	29	6
"VGLL2"	0	0	0	0	0	0	0	0	0
"CBX7"	40	12	43	21	41	6	20	28	49
"MRPS9"	19	24	8	6	21	8	2	4	0
"SLC6A18"	0	0	0	0	0	0	0	0	0
"UAP1L1"	0	0	10	11	0	0	0	0	0
"WDR53"	0	0	0	0	0	0	0	0	0
"C2orf48"	0	0	0	0	0	0	0	0	0
"SKA2"	155	0	6	1	4	62	35	0	0
"MAMSTR"	0	0	4	0	0	0	0	0	0
"UBL4B"	0	0	0	0	0	0	0	0	0
"TMPRSS11A"	75	0	2	0	12	0	3	13	2
"IZUMO1"	0	0	0	0	0	0	0	0	0
"MBLAC1"	3	0	0	0	0	0	0	0	0
"MBLAC2"	78	0	23	47	47	117	8	44	43
"KRTAP26-1"	0	0	0	0	0	0	0	0	0
"CBLN2"	45	0	5	14	50	12	25	10	13
"SPC24"	0	0	0	0	0	0	0	0	0
"FITM1"	0	0	0	0	0	0	0	0	0
"TCTE1"	0	0	0	0	0	0	0	0	0
"SELV"	0	0	0	0	0	0	0	0	0
"KRT27"	0	0	0	0	0	0	0	0	0
"RPRML"	0	0	0	0	0	0	0	0	0
"KRT28"	0	0	0	0	0	0	0	0	0
"RBM12B"	35	1	5	0	50	0	1	10	9
"UBE2G2"	91	0	45	4	22	5	31	9	18
"C2orf50"	0	0	0	0	0	0	0	1	0
"UBE2E1"	92	20	98	29	78	9	43	5	100
"PLEKHS1"	0	0	0	0	0	0	0	0	0
"LOC285762"	0	0	0	0	0	0	0	0	0
"CYP2B7P"	0	0	0	0	0	0	0	0	0
"CSNK2A3"	0	0	0	0	0	0	0	0	0
"CCKAR"	5	0	25	0	5	6	11	15	4
"WDFY3"	59	2	179	35	52	19	81	27	55
"NDUFB6"	104	45	73	22	11	2	16	48	40
"PLCB1"	630	122	426	94	295	58	76	80	141
"APOBEC4"	2	0	0	0	0	0	0	0	0
"PPAPDC2"	0	0	0	0	0	0	0	0	0
"DDX53"	0	0	0	0	0	0	13	0	0
"TMEM255B"	0	1	0	0	16	1	0	0	0
"UBE2H"	236	71	188	19	136	74	124	28	67
"AFTPH"	162	7	105	63	75	0	35	38	52
"ASCL4"	0	0	0	0	0	0	0	0	0
"IER5L"	0	0	4	1	0	0	0	6	0
"IQCF2"	0	0	0	0	0	0	0	0	0
"LHFPL5"	7	0	0	0	0	0	0	0	0
"MIR4323"	0	0	0	0	0	0	0	0	0
"PROX2"	0	0	0	0	0	18	0	0	0
"SLC25A23"	86	2	8	2	0	5	12	18	4
"DEDD2"	20	1	40	38	38	1	20	2	9
"GAGE2E"	0	0	0	0	0	0	0	0	0
"CCDC86"	0	0	0	0	0	0	0	0	3
"TRAPPC6A"	43	0	0	2	0	0	0	0	5
"DECR2"	0	0	0	0	0	0	0	0	0
"ALG12"	21	0	12	0	15	0	0	0	0
"GSDMC"	0	0	0	0	0	0	0	0	0
"WDR77"	30	1	41	0	8	10	31	95	49
"GABARAPL1"	395	42	152	22	73	107	75	69	80
"ELOVL6"	79	8	49	56	71	78	60	8	52
"TRPM8"	0	0	0	0	0	0	0	0	0
"CSMD3"	97	0	62	1	34	19	65	16	93
"OR10A6"	0	0	0	0	0	0	0	0	0
"TRIM37"	335	109	206	65	114	64	136	141	175
"JUND"	58	11	37	2	14	3	38	6	26
"ARHGEF5"	0	0	0	0	0	0	0	0	0
"MAF"	0	1	0	13	2	0	0	2	4
"SKIL"	15	16	105	2	6	13	30	16	38
"MPL"	0	0	0	0	0	2	0	0	0
"MIR4259"	0	0	0	0	0	0	0	0	0
"IMMP1L"	14	0	24	24	32	0	15	3	0
"EVI2B"	0	0	0	0	0	0	0	0	0
"EBF4"	3	0	0	7	0	0	0	0	0
"BCS1L"	47	0	38	2	10	0	10	12	13
"SYMPK"	0	0	0	0	0	0	0	1	0
"NAPA"	22	1	5	26	3	2	22	0	18
"DDX23"	18	0	22	0	15	8	0	6	21
"SNAP23"	49	0	0	0	1	1	1	3	0
"TNFRSF6B"	0	0	0	0	0	0	0	0	0
"RIPK2"	10	0	0	0	0	19	0	0	0
"CDS2"	1127	204	611	202	339	174	222	243	488
"BAP1"	73	0	91	48	48	5	16	31	58
"TXNIP"	1	0	1	3	0	1	0	23	14
"NMT2"	84	3	12	1	8	0	14	6	3
"ADAM7"	0	0	1	6	86	0	3	0	8
"POLR2D"	27	19	4	47	1	0	33	30	15
"NPC1"	2	2	9	3	1	0	20	0	9
"TMED3"	76	23	20	46	17	2	37	39	12
"TIMM8A"	10	0	0	1	14	0	7	0	11
"SH2D4B"	0	0	0	0	0	0	0	0	0
"BNIP3L"	195	9	192	50	60	155	71	7	112
"TCF3"	0	0	0	1	0	0	0	1	0
"MAP3K7"	108	8	47	84	96	7	52	16	55
"TAF2"	34	0	18	4	9	2	2	0	5
"SYP"	437	26	206	74	152	47	136	58	78
"PFN1P2"	0	0	0	0	1	0	0	0	0
"TNFRSF10B"	0	0	0	0	33	0	0	0	0
"GRXCR2"	0	0	0	0	0	0	0	0	0
"AKAP8L"	13	0	0	0	5	0	3	2	2
"SRPK3"	0	0	0	0	4	0	0	0	0
"LOC100126784"	0	0	0	0	0	0	0	0	0
"TP53TG1"	0	0	1	11	0	0	2	0	0
"ZNF674-AS1"	0	0	0	0	0	0	0	0	0
"PAX8-AS1"	0	0	0	0	0	0	0	0	0
"LINC00200"	0	0	0	0	0	0	0	0	0
"PGD"	85	0	55	12	40	0	68	39	32
"LOC101928034"	0	0	0	0	0	0	0	0	0
"LOC441204"	0	0	0	0	0	0	0	0	0
"WDFY3-AS2"	16	25	19	0	37	0	1	0	1
"LINC00643"	0	0	0	0	0	1	0	0	0
"TSG1"	58	7	52	33	47	10	32	7	3
"RBAKDN"	0	0	0	0	0	0	0	0	0
"PCA3"	3	0	0	0	2	0	15	0	31
"LOC440896"	0	0	0	0	0	0	0	0	0
"LINC01184"	9	0	51	2	14	32	8	2	9
"SERPINA13P"	0	0	0	0	0	0	0	0	0
"MILR1"	0	0	0	0	0	0	0	0	0
"SCAND2P"	0	0	1	0	1	0	0	0	0
"EGOT"	0	0	3	0	0	0	0	0	0
"RNVU1-7"	0	0	0	0	0	0	0	0	0
"SEC1P"	0	0	0	0	0	0	0	0	0
"SCARNA10"	0	0	0	0	0	0	0	0	0
"SOX2-OT"	14	34	51	26	30	16	56	13	132
"ZDHHC8P1"	12	11	22	5	7	20	14	5	9
"LOC644145"	0	0	0	0	0	0	0	0	0
"PPIEL"	9	0	4	0	0	5	2	0	2
"CHIAP2"	0	0	0	0	0	0	0	0	0
"KCNQ1-AS1"	0	0	0	0	0	0	0	0	0
"OOSP1"	0	0	0	0	0	0	0	0	0
"UOX"	0	0	0	0	0	0	0	0	0
"GUCY1B2"	0	0	0	0	0	0	0	0	0
"LOC389705"	0	0	0	0	0	0	0	0	0
"NBPF22P"	0	0	0	0	0	0	0	0	0
"SNORA11C"	0	0	0	0	0	0	0	0	0
"SNORA70C"	0	0	0	0	0	0	0	0	0
"SNORA70B"	0	0	0	0	0	0	0	0	0
"SNHG15"	10	0	11	0	3	0	1	0	24
"SNORA38B"	0	0	0	0	0	0	0	0	0
"SNORD12B"	0	0	0	0	0	0	0	0	0
"SNORA36C"	0	0	0	0	0	0	0	0	0
"SNORA84"	0	0	0	0	0	0	0	0	0
"SNORD126"	0	0	0	0	0	0	0	0	0
"SCARNA27"	0	0	0	0	0	0	0	0	0
"SNORD127"	0	0	0	0	0	0	0	0	0
"SNORD58C"	0	0	0	0	0	0	0	0	0
"SNORD123"	0	0	0	0	0	0	0	0	0
"PPP2R1A"	379	36	239	97	202	13	120	185	225
"MRVI1"	182	98	159	22	10	93	135	55	203
"ZNF32"	0	0	10	0	0	9	0	0	5
"KMT2A"	192	43	350	34	223	64	188	88	138
"HHLA2"	0	0	0	0	0	0	0	0	0
"TMPRSS11E"	0	0	0	0	0	0	0	0	0
"HIGD1A"	1244	163	625	277	488	403	253	504	1080
"TMEM14A"	36	19	113	17	38	33	17	35	17
"MKL2"	146	0	33	22	2	40	24	6	6
"C19orf53"	42	10	0	5	14	9	5	11	4
"MRPS18B"	141	2	18	7	21	3	2	3	28
"LRP10"	5	0	2	0	0	0	11	1	2
"UNC50"	40	0	71	6	38	0	29	5	5
"ZBTB33"	26	2	23	0	17	14	50	44	63
"GMPR"	18	0	41	0	0	0	1	14	8
"SYNGAP1"	8	0	23	0	9	1	8	1	1
"PNMAL1"	0	0	0	0	0	0	0	0	0
"TMEM170B"	19	81	1	1	3	151	20	54	97
"CALM3"	589	15	110	47	91	14	99	88	91
"ARHGEF17"	100	25	77	11	99	10	13	178	90
"ARHGEF11"	114	9	15	8	26	1	17	13	12
"HAVCR1"	0	0	0	0	0	0	0	0	0
"TRPA1"	0	0	0	0	0	0	0	0	0
"URB2"	0	0	0	0	3	0	0	0	8
"SNAR-E"	0	0	0	0	0	0	0	0	0
"ZNHIT6"	42	1	43	5	25	5	79	27	29
"CAGE1"	0	0	0	0	0	0	0	0	0
"CDK8"	41	5	32	0	5	39	0	8	2
"ZSCAN5B"	0	0	0	0	0	0	0	0	0
"MIR3190"	0	0	0	0	0	0	0	0	0
"MIR3191"	0	0	0	0	0	0	0	0	0
"SLFN14"	0	0	0	0	0	0	0	0	0
"GRAPL"	0	0	0	0	0	0	0	0	0
"FCHO1"	0	0	17	0	1	1	8	0	0
"ZNF829"	0	1	5	31	11	0	1	1	0
"PCDH20"	0	0	0	0	0	0	0	0	0
"DMRTA1"	0	1	0	0	0	0	0	0	97
"SNORD23"	0	0	0	0	0	0	0	0	0
"SNAR-C1+SNAR-C2+SNAR-C5"	0	0	0	0	0	0	0	0	0
"SNAR-C4"	0	0	0	0	0	0	0	0	0
"PEX2"	34	0	41	0	0	4	19	10	3
"MYO3A"	0	0	0	0	0	0	0	0	0
"RPAP3"	164	25	43	3	148	34	43	17	73
"HTATSF1"	122	36	66	113	64	45	14	199	107
"EID1"	885	75	381	144	302	202	175	161	410
"CADM1"	225	9	242	129	209	336	62	113	563
"BRD7"	23	1	30	0	19	0	38	2	2
"ACSBG1"	0	0	0	0	4	0	0	0	0
"SGK3"	0	0	3	0	5	0	2	0	39
"TBK1"	10	1	56	35	36	27	4	9	73
"RCOR1"	7	0	1	0	9	0	0	7	0
"CLEC5A"	0	0	0	0	27	0	0	4	0
